icd_code,count,long_title
4A1H7CZ,259,"Monitoring of Products of Conception, Cardiac Rate, Via Natural or Artificial Opening"
10H073Z,270,"Insertion of Monitoring Electrode into Products of Conception, Via Natural or Artificial Opening"
0UT94ZZ,223,"Resection of Uterus, Percutaneous Endoscopic Approach"
0UTC4ZZ,108,"Resection of Cervix, Percutaneous Endoscopic Approach"
0UT24ZZ,200,"Resection of Bilateral Ovaries, Percutaneous Endoscopic Approach"
0UT74ZZ,247,"Resection of Bilateral Fallopian Tubes, Percutaneous Endoscopic Approach"
0UB44ZZ,9,"Excision of Uterine Supporting Structure, Percutaneous Endoscopic Approach"
3420,285,Thoracoscopic pleural biopsy
3492,313,Injection into thoracic cavity
0F7D8ZZ,17,"Dilation of Pancreatic Duct, Via Natural or Artificial Opening Endoscopic"
0F798ZZ,309,"Dilation of Common Bile Duct, Via Natural or Artificial Opening Endoscopic"
3E04305,3745,"Introduction of Other Antineoplastic into Central Vein, Percutaneous Approach"
6A550Z3,70,"Pheresis of Plasma, Single"
3E03305,1249,"Introduction of Other Antineoplastic into Peripheral Vein, Percutaneous Approach"
XW033C3,2,"Introduction of Engineered Autologous Chimeric Antigen Receptor T-cell Immunotherapy into Peripheral Vein, Percutaneous Approach, New Technology Group 3"
5188,1626,Endoscopic removal of stone(s) from biliary tract
9462,839,Alcohol detoxification
8611,1014,Closed biopsy of skin and subcutaneous tissue
3512,377,Open heart valvuloplasty of mitral valve without replacement
0443,145,Release of carpal tunnel
7933,81,"Open reduction of fracture with internal fixation, carpals and metacarpals"
0RGV04Z,2,"Fusion of Left Metacarpophalangeal Joint with Internal Fixation Device, Open Approach"
03UA07Z,5,"Supplement Left Ulnar Artery with Autologous Tissue Substitute, Open Approach"
0RGV07Z,2,"Fusion of Left Metacarpophalangeal Joint with Autologous Tissue Substitute, Open Approach"
0TY00Z0,238,"Transplantation of Right Kidney, Allogeneic, Open Approach"
3614,338,(Aorto)coronary bypass of four or more coronary arteries
9659,167,Other irrigation of wound
0159,852,Other excision or destruction of lesion or tissue of brain
0051,216,"Implantation of cardiac resynchronization defibrillator, total system [CRT-D]"
02HA3RZ,185,"Insertion of Short-term External Heart Assist System into Heart, Percutaneous Approach"
5A0221D,274,"Assistance with Cardiac Output using Impeller Pump, Continuous"
02HP32Z,541,"Insertion of Monitoring Device into Pulmonary Trunk, Percutaneous Approach"
7937,180,"Open reduction of fracture with internal fixation, tarsals and metatarsals"
7967,57,"Debridement of open fracture site, tarsals and metatarsals"
8848,3075,Arteriography of femoral and other lower extremity arteries
0JH60XZ,268,"Insertion of Tunneled Vascular Access Device into Chest Subcutaneous Tissue and Fascia, Open Approach"
07DR3ZX,1753,"Extraction of Iliac Bone Marrow, Percutaneous Approach, Diagnostic"
0HBLXZX,103,"Excision of Left Lower Leg Skin, External Approach, Diagnostic"
02PA33Z,58,"Removal of Infusion Device from Heart, Percutaneous Approach"
0Y6H0Z1,65,"Detachment at Right Lower Leg, High, Open Approach"
0BH18EZ,663,"Insertion of Endotracheal Airway into Trachea, Via Natural or Artificial Opening Endoscopic"
0Y6N0ZB,84,"Detachment at Left Foot, Partial 2nd Ray, Open Approach"
0Y6N0ZC,94,"Detachment at Left Foot, Partial 3rd Ray, Open Approach"
0Y6N0ZD,95,"Detachment at Left Foot, Partial 4th Ray, Open Approach"
0Y6N0ZF,100,"Detachment at Left Foot, Partial 5th Ray, Open Approach"
0QBP0ZZ,269,"Excision of Left Metatarsal, Open Approach"
0L8P3ZZ,18,"Division of Left Lower Leg Tendon, Percutaneous Approach"
7534,751,Other fetal monitoring
850,128,Mastotomy
00BC0ZZ,108,"Excision of Cerebellum, Open Approach"
07B13ZX,46,"Excision of Right Neck Lymphatic, Percutaneous Approach, Diagnostic"
DW21DZZ,6,Stereotactic Other Photon Radiosurgery of Head and Neck
D020JZZ,25,Stereotactic Gamma Beam Radiosurgery of Brain
8534,97,Other unilateral subcutaneous mammectomy
857,16,Total breast reconstruct
3963,187,Cardioplegia
8382,271,Graft of muscle or fascia
7769,416,"Local excision of lesion or tissue of bone, other bones"
0353,521,Repair of vertebral fracture
8099,329,"Other excision of joint, other specified sites"
8104,143,"Dorsal and dorsolumbar fusion of the anterior column, anterior technique"
8105,443,"Dorsal and dorsolumbar fusion of the posterior column, posterior technique"
8451,1294,Insertion of interbody spinal fusion device
8163,929,Fusion or refusion of 4-8 vertebrae
8452,912,Insertion of recombinant bone morphogenetic protein
8721,43,Contrast myelogram
0RG10A0,195,"Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
0RG1071,52,"Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
0RB30ZZ,454,"Excision of Cervical Vertebral Disc, Open Approach"
0BJ08ZZ,1348,"Inspection of Tracheobronchial Tree, Via Natural or Artificial Opening Endoscopic"
0B948ZX,92,"Drainage of Right Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0B988ZX,63,"Drainage of Left Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0RG8071,31,"Fusion of 8 or more Thoracic Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
XW033E5,575,"Introduction of Remdesivir Anti-infective into Peripheral Vein, Percutaneous Approach, New Technology Group 5"
XW033H5,55,"Introduction of Tocilizumab into Peripheral Vein, Percutaneous Approach, New Technology Group 5"
0JBJ0ZZ,31,"Excision of Right Hand Subcutaneous Tissue and Fascia, Open Approach"
3E1U38Z,59,"Irrigation of Joints using Irrigating Substance, Percutaneous Approach"
0HBQXZZ,6,"Excision of Finger Nail, External Approach"
0J9J3ZZ,3,"Drainage of Right Hand Subcutaneous Tissue and Fascia, Percutaneous Approach"
4A023FZ,218,"Measurement of Cardiac Rhythm, Percutaneous Approach"
B244YZZ,19,Ultrasonography of Right Heart using Other Contrast
0SRB04A,173,"Replacement of Left Hip Joint with Ceramic on Polyethylene Synthetic Substitute, Uncemented, Open Approach"
04LH3DZ,21,"Occlusion of Right External Iliac Artery with Intraluminal Device, Percutaneous Approach"
03L03DZ,12,"Occlusion of Right Internal Mammary Artery with Intraluminal Device, Percutaneous Approach"
04VL3DZ,9,"Restriction of Left Femoral Artery with Intraluminal Device, Percutaneous Approach"
3E053GC,112,"Introduction of Other Therapeutic Substance into Peripheral Artery, Percutaneous Approach"
0B9J8ZZ,68,"Drainage of Left Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic"
0B9F8ZZ,63,"Drainage of Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic"
02PAX3Z,140,"Removal of Infusion Device from Heart, External Approach"
0QS804Z,90,"Reposition Right Femoral Shaft with Internal Fixation Device, Open Approach"
0T9B30Z,64,"Drainage of Bladder with Drainage Device, Percutaneous Approach"
2319,225,Other surgical extraction of tooth
2309,236,Extraction of other tooth
0DBK8ZZ,82,"Excision of Ascending Colon, Via Natural or Artificial Opening Endoscopic"
0DBL8ZZ,86,"Excision of Transverse Colon, Via Natural or Artificial Opening Endoscopic"
0DBM8ZZ,38,"Excision of Descending Colon, Via Natural or Artificial Opening Endoscopic"
0DBH8ZZ,48,"Excision of Cecum, Via Natural or Artificial Opening Endoscopic"
0DDE8ZX,7,"Extraction of Large Intestine, Via Natural or Artificial Opening Endoscopic, Diagnostic"
4131,1590,Biopsy of bone marrow
06HY33Z,393,"Insertion of Infusion Device into Lower Vein, Percutaneous Approach"
0H9AXZZ,11,"Drainage of Inguinal Skin, External Approach"
5122,1027,Cholecystectomy
5361,693,Other open incisional hernia repair with graft or prosthesis
0DHA8UZ,325,"Insertion of Feeding Device into Jejunum, Via Natural or Artificial Opening Endoscopic"
0F9G3ZZ,7,"Drainage of Pancreas, Percutaneous Approach"
4292,204,Dilation of esophagus
0048,238,Insertion of four or more vascular stents
0SRR0JA,61,"Replacement of Right Hip Joint, Femoral Surface with Synthetic Substitute, Uncemented, Open Approach"
0SP909Z,50,"Removal of Liner from Right Hip Joint, Open Approach"
0SPR0JZ,58,"Removal of Synthetic Substitute from Right Hip Joint, Femoral Surface, Open Approach"
0SUA09Z,37,"Supplement Right Hip Joint, Acetabular Surface with Liner, Open Approach"
8151,1024,Total hip replacement
30243Y0,130,"Transfusion of Autologous Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
B24BYZZ,8,Ultrasonography of Heart with Aorta using Other Contrast
3E0T3BZ,280,"Introduction of Anesthetic Agent into Peripheral Nerves and Plexi, Percutaneous Approach"
0T2BX0Z,138,"Change Drainage Device in Bladder, External Approach"
5A09557,23,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Positive Airway Pressure"
2751,121,Suture of laceration of lip
0DB28ZX,313,"Excision of Middle Esophagus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
3733,187,"Excision or destruction of other lesion or tissue of heart, open approach"
3561,17,Repair of atrial septal defect with tissue graft
3929,771,Other (peripheral) vascular shunt or bypass
4A0HXCZ,8,"Measurement of Products of Conception, Cardiac Rate, External Approach"
B2111ZZ,2896,Fluoroscopy of Multiple Coronary Arteries using Low Osmolar Contrast
B241ZZ3,141,"Ultrasonography of Multiple Coronary Arteries, Intravascular"
03CG3ZZ,156,"Extirpation of Matter from Intracranial Artery, Percutaneous Approach"
4233,472,Endoscopic excision or destruction of lesion or tissue of esophagus
3899,4934,Other puncture of vein
9906,54,Transfusion of coagulation factors
9904,3123,Transfusion of packed cells
3721,1249,Right heart cardiac catheterization
8964,436,Pulmonary artery wedge monitoring
9960,702,"Cardiopulmonary resuscitation, not otherwise specified"
3505,234,Endovascular replacement of aortic valve
3772,1034,Initial insertion of transvenous leads [electrodes] into atrium and ventricle
3783,1042,Initial insertion of dual-chamber device
9316,59,Mobilization of other joints
3971,288,Endovascular implantation of other graft in abdominal aorta
8847,1440,Arteriography of other intra-abdominal arteries
0DTE0ZZ,50,"Resection of Large Intestine, Open Approach"
0D1B0Z4,454,"Bypass Ileum to Cutaneous, Open Approach"
0DBP0ZZ,226,"Excision of Rectum, Open Approach"
0DBN8ZX,934,"Excision of Sigmoid Colon, Via Natural or Artificial Opening Endoscopic, Diagnostic"
7906,555,"Closed reduction of fracture without internal fixation, tibia and fibula"
6632,475,Other bilateral ligation and division of fallopian tubes
7309,2618,Other artificial rupture of membranes
7562,170,Repair of current obstetric laceration of rectum and sphincter ani
9465,107,Drug detoxification
9301,900,Functional evaluation
9394,309,Respiratory medication administered by nebulizer
9605,841,Other intubation of respiratory tract
0DBH8ZX,211,"Excision of Cecum, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0DBM8ZX,341,"Excision of Descending Colon, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0JPT0PZ,324,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Open Approach"
0JH606Z,1028,"Insertion of Pacemaker, Dual Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach"
0W9G30Z,1084,"Drainage of Peritoneal Cavity with Drainage Device, Percutaneous Approach"
0W9D30Z,421,"Drainage of Pericardial Cavity with Drainage Device, Percutaneous Approach"
027134Z,96,"Dilation of Coronary Artery, Two Arteries with Drug-eluting Intraluminal Device, Percutaneous Approach"
0DD68ZX,38,"Extraction of Stomach, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0B9H8ZX,145,"Drainage of Lung Lingula, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0B9D8ZX,564,"Drainage of Right Middle Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
8843,776,Arteriography of pulmonary arteries
9205,535,Cardiovascular and hematopoietic scan and radioisotope function study
7051,60,Repair of cystocele
843,199,Revision of amputation stump
8857,617,Other and unspecified coronary arteriography
3964,277,Intraoperative cardiac pacemaker
9919,67,Injection of anticoagulant
0SPC0JZ,85,"Removal of Synthetic Substitute from Right Knee Joint, Open Approach"
0QS80ZZ,1,"Reposition Right Femoral Shaft, Open Approach"
0S9C0ZZ,36,"Drainage of Right Knee Joint, Open Approach"
0SHC08Z,55,"Insertion of Spacer into Right Knee Joint, Open Approach"
0S9C3ZZ,84,"Drainage of Right Knee Joint, Percutaneous Approach"
8006,71,"Arthrotomy for removal of prosthesis without replacement, knee"
8456,259,Insertion or replacement of (cement) spacer
9357,223,Application of other wound dressing
0KXS0Z1,2,"Transfer Right Lower Leg Muscle with Subcutaneous Tissue, Open Approach"
0359,243,Other repair and plastic operations on spinal cord structures
8016,158,"Other arthrotomy, knee"
7796,14,"Total ostectomy, patella"
8155,8,"Revision of knee replacement, not otherwise specified"
8086,175,"Other local excision or destruction of lesion of joint, knee"
9921,284,Injection of antibiotic
02RF08Z,1076,"Replacement of Aortic Valve with Zooplastic Tissue, Open Approach"
02RW08Z,3,"Replacement of Thoracic Aorta, Descending with Zooplastic Tissue, Open Approach"
0210099,57,"Bypass Coronary Artery, One Artery from Left Internal Mammary with Autologous Venous Tissue, Open Approach"
0W3C0ZZ,70,"Control Bleeding in Mediastinum, Open Approach"
0080,59,"Revision of knee replacement, total (all components)"
8457,111,Removal of (cement) spacer
0Y670ZZ,7,"Detachment at Right Femoral Region, Open Approach"
0QB60ZX,20,"Excision of Right Upper Femur, Open Approach, Diagnostic"
0KXQ0ZZ,29,"Transfer Right Upper Leg Muscle, Open Approach"
0JDN0ZZ,53,"Extraction of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0Y9F0ZX,1,"Drainage of Right Knee Region, Open Approach, Diagnostic"
8821,186,Skeletal x-ray of shoulder and upper arm
7984,17,Open reduction of dislocation of hand and finger
8241,17,Suture of tendon sheath of hand
0HQ4XZZ,22,"Repair Neck Skin, External Approach"
3403,168,Reopening of recent thoracotomy site
3452,201,Thoracoscopic decortication of lung
3845,385,"Resection of vessel with replacement, thoracic vessels"
3959,60,Other repair of vessel
0391,80,Injection of anesthetic into spinal canal for analgesia
8605,641,Incision with removal of foreign body or device from skin and subcutaneous tissue
0SG10AJ,25,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach"
0SG3071,288,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
0ST20ZZ,139,"Resection of Lumbar Vertebral Disc, Open Approach"
3E0U0GB,132,"Introduction of Recombinant Bone Morphogenetic Protein into Joints, Open Approach"
8E0WXBG,6,"Computer Assisted Procedure of Trunk Region, With Computerized Tomography"
0HQFXZZ,35,"Repair Right Hand Skin, External Approach"
3775,109,Revision of lead [electrode]
02RX0JZ,334,"Replacement of Thoracic Aorta, Ascending/Arch with Synthetic Substitute, Open Approach"
3726,843,Catheter based invasive electrophysiologic testing
7749,611,"Biopsy of bone, other bones"
10D17ZZ,187,"Extraction of Products of Conception, Retained, Via Natural or Artificial Opening"
0HQ9XZZ,1249,"Repair Perineum Skin, External Approach"
9425,94,Other psychiatric drug therapy
9444,16,Other group therapy
0QS606Z,164,"Reposition Right Upper Femur with Intramedullary Internal Fixation Device, Open Approach"
04V33DZ,79,"Restriction of Hepatic Artery with Intraluminal Device, Percutaneous Approach"
0BBG4ZZ,158,"Excision of Left Upper Lung Lobe, Percutaneous Endoscopic Approach"
0BBJ4ZZ,103,"Excision of Left Lower Lung Lobe, Percutaneous Endoscopic Approach"
3E0L4GC,106,"Introduction of Other Therapeutic Substance into Pleural Cavity, Percutaneous Endoscopic Approach"
0W980ZZ,8,"Drainage of Chest Wall, Open Approach"
0W9B30Z,1731,"Drainage of Left Pleural Cavity with Drainage Device, Percutaneous Approach"
0S993ZX,129,"Drainage of Right Hip Joint, Percutaneous Approach, Diagnostic"
0Y6R0Z0,44,"Detachment at Right 2nd Toe, Complete, Open Approach"
0JBQ0ZZ,406,"Excision of Right Foot Subcutaneous Tissue and Fascia, Open Approach"
0QBN0ZZ,278,"Excision of Right Metatarsal, Open Approach"
0J2TXYZ,63,"Change Other Device in Trunk Subcutaneous Tissue and Fascia, External Approach"
8344,134,Other fasciectomy
0JPTXXZ,47,"Removal of Tunneled Vascular Access Device from Trunk Subcutaneous Tissue and Fascia, External Approach"
